,start_longitude,start_latitude,end_longitude,end_latitude,start_longitude_utm,start_latitude_utm,end_longitude_utm,end_latitude_utm,hour,daytype
87229,4.886769999999999,52.34451,4.86179,52.36397,120898.77517264482,484183.8153912777,119212.2723240651,486361.02732831927,23,weekday
87241,4.86779,52.36354,4.918740000000001,52.35696,119620.60462633293,486310.2385338071,123086.24640540873,485554.4768387128,23,weekday
87235,4.87566,52.38407,4.86026,52.3483,120172.77941400422,488590.65438192856,119095.3843248245,484618.30144071794,23,weekday
87254,4.9326,52.35314,4.85995,52.370979999999996,124027.77332909676,485123.4400873044,119092.61965110883,487141.88899069815,23,weekday
87251,4.87656,52.358290000000004,4.92879,52.3692,120213.84203595694,485721.864502618,123779.5017583713,486911.95960279915,23,weekday
87236,4.90536,52.34581,4.90984,52.34183,122166.50680888974,484319.87343243713,122468.8604997381,483875.02868555655,23,weekday
92854,4.92755,52.3783,4.9054,52.37397,123701.47352140116,487924.99078748934,122190.06032553964,487453.0175998947,23,weekday
92857,4.92892,52.37915,4.90564,52.37287,123795.35598623133,488018.9739352553,122205.59043083744,487330.51948614354,23,weekday
92856,4.90247,52.371629999999996,4.9315,52.34848,121988.79367130238,487193.99238605716,123949.57124301195,484605.4258307057,23,weekday
92853,4.94336,52.36121,4.9263699999999995,52.33874,124766.34484098898,486016.7897252506,123593.14093921873,483523.9374982522,23,weekday
92855,4.940519999999999,52.377520000000004,4.9070800000000006,52.37274,124584.07667572796,487832.6828882508,122303.55724119412,487315.4046391685,23,weekday
92865,4.89119,52.37594,4.9365,52.348290000000006,121223.89751695874,487678.73402484204,124290.12291849146,484582.15583053604,23,weekday
92861,4.90064,52.37308,4.9101099999999995,52.35539,121865.25211161634,487356.15902647853,122497.19059852694,485383.62905073166,23,weekday
92862,4.87838,52.38432,4.9223300000000005,52.34597,120358.15700199833,488617.1664225345,123322.96762174998,484330.1240790244,23,weekday
92864,4.95929,52.31799,4.9430000000000005,52.36507,125823.0650358191,481201.4868400399,124744.45482152105,486446.4158861264,23,weekday
92866,4.9054,52.37397,4.9134,52.409009999999995,122190.06032553964,487453.0175998947,122760.33100457522,491348.10368414846,23,weekday
92869,4.8279,52.37702,4.88574,52.390159999999995,116915.14800688485,487830.2775874855,120863.73238980895,489263.45136383746,23,weekday
92867,4.9070800000000006,52.37274,4.929869999999999,52.39781,122303.55724119412,487315.4046391685,123873.14387332596,490094.745582093,23,weekday
92872,4.91285,52.37061,4.83099,52.3606,122694.9388501852,487075.8265496424,117111.53144038375,486001.728014423,23,weekday
95544,4.87852,52.376999999999995,4.83325,52.3593,120361.97133580837,487802.65336100245,117264.37154374667,485855.9079311175,23,weekday
95534,4.87284,52.35745,4.88244,52.381859999999996,119959.76752159666,485630.1958631157,120632.66075783264,488341.5257887379,23,weekday
95541,4.90238,52.35726,4.8911,52.40405,121971.96916570628,485595.184864266,121239.1817305669,490806.3913023178,23,weekday
95551,4.9156,52.36015,4.916919999999999,52.34939,122874.64793665787,485910.7927002567,122956.7967714641,484713.02037894167,23,weekday
95538,4.90581,52.36201,4.9223300000000005,52.34598,122209.14133647899,486122.1259950925,123322.97475734056,484331.23670576664,23,weekday
95557,4.86454,52.37297,4.84596,52.35451,119406.80355735972,487361.0377216774,118126.19145228542,485316.41958843847,23,weekday
95550,4.8990599999999995,52.36092,4.832269999999999,52.35065,121748.54345936395,486003.92476766673,117190.24545487424,484894.00065983745,23,weekday
95553,4.88855,52.38434,4.86779,52.32358,121050.55978992209,488614.5785777439,119588.7448420494,481864.2000374854,23,weekday
95542,4.88223,52.397420000000004,4.870480000000001,52.36962,120630.42761737813,490072.8833871878,119808.65236222834,486985.4063485509,23,weekday
95552,4.8602099999999995,52.372209999999995,4.87408,52.36432,119111.32128376642,487278.61343100865,120049.65122373292,486393.97154727916,23,weekday
97709,4.87959,52.382459999999995,4.87178,52.367940000000004,120439.08576303585,488409.6391163778,119895.85801992095,486797.8543570358,23,weekday
97715,4.86175,52.345659999999995,4.93423,52.36376,119194.77843766479,484323.83205913554,124146.20894463961,486304.3582444488,23,weekday
97708,4.89905,52.37153,4.93149,52.348490000000005,121755.81354013807,487184.4293701003,123948.89687193645,484606.5427423116,23,weekday
97705,4.90019,52.36577,4.93404,52.36088,121829.14217376748,486543.0320351237,124131.26395015312,485984.0013650651,23,weekday
97717,4.87286,52.36327,4.8539699999999995,52.36573,119965.72544247395,486277.734729822,118681.07338483521,486560.73970355233,23,weekday
97721,4.9007,52.373090000000005,4.9099699999999995,52.35528,121869.34550302743,487357.2442271202,122487.5723864089,485371.4529324529,23,weekday
97710,4.92166,52.34989,4.92747,52.36541,123280.11475744363,484766.56691788806,123686.92857285129,486490.8415697664,23,weekday
97737,4.87103,52.39188,4.98534,52.36453,119863.75104824519,489461.85557987366,127627.95276240163,486369.5018184454,23,weekday
97726,4.88724,52.352909999999994,4.90828,52.34897,120937.24877275372,485118.1992484415,122367.80042898018,484670.14462827385,23,weekday
97740,4.90664,52.371190000000006,4.9291599999999995,52.397220000000004,122272.45000300772,487143.14536440826,123824.40571206906,490029.40511748544,23,weekday
97733,4.88023,52.333490000000005,4.948180000000001,52.35626,120444.54783065335,482960.8026361457,125091.3334414511,485464.0375947893,23,weekday
100241,4.89409,52.3772,4.83314,52.35926,121422.32484358276,487817.5779611944,117256.8443698577,485851.51471798454,23,weekday
100252,4.939780000000001,52.33978,4.910769999999999,52.359970000000004,124507.76777025401,483633.9252747797,122545.50337235331,485892.9171617806,23,weekday
100240,4.93853,52.34935,4.88087,52.35608,124429.17090612261,484699.23634974996,120505.72712708655,485473.9142411695,23,weekday
100245,4.8939,52.354209999999995,4.92914,52.369409999999995,121391.97656683547,485259.7316639861,123803.4861085399,486935.1741710669,23,weekday
100254,4.92736,52.35386,4.88971,52.36998,123671.283230421,485205.8013072404,121118.56580885102,487016.29709162033,23,weekday
100243,4.906569999999999,52.342690000000005,4.91516,52.35669,122246.65516189727,483972.1869540829,122842.16851648781,485526.018176946,23,weekday
100244,4.87341,52.369479999999996,4.83321,52.35929,120008.08632089575,486968.4108309092,117261.63825698779,485854.81613545475,23,weekday
100250,4.92592,52.35738,4.86605,52.38262,123575.67092378689,485598.070132405,119517.35410447847,488433.9848760017,23,weekday
100257,4.93808,52.338840000000005,4.91058,52.360009999999996,124391.2647831391,483530.0548374325,122532.59005174186,485897.4527723127,23,weekday
100251,4.93802,52.33878,4.91115,52.36007,124387.13433062987,483523.40441617253,122571.4616276147,485903.8733656691,23,weekday
100260,4.88464,52.381240000000005,4.8301,52.35922,120781.96966588775,488271.50153484393,117049.72657012017,485848.65170541237,23,weekday
100248,4.8886,52.330220000000004,4.9444300000000005,52.3509,121012.5397672132,482593.01856197877,124832.22273409253,484869.2219259972,23,weekday
100256,4.8691,52.39287,4.8955,52.36469,119733.1641413517,489572.94387203536,121508.89140948506,486425.0249528587,23,weekday
100271,4.8859699999999995,52.33166,4.8919999999999995,52.36544,120834.37504544595,482754.47226371005,121271.0711276975,486510.09521648363,23,weekday
100266,4.90608,52.36846,4.88403,52.32662,122232.29661865195,486839.6501544817,120698.24802268042,482194.62772713613,23,weekday
100284,4.874630000000001,52.355129999999996,4.912669999999999,52.351659999999995,120079.88143670093,485371.2028491862,122668.87590325359,484967.4740052328,23,weekday
100270,4.92167,52.35105,4.92212,52.34597,123281.62503158598,484895.62735433393,123308.65813164323,484330.2158705698,23,weekday
100276,4.85801,52.3609,4.876,52.365590000000005,118952.31292839341,486021.32450928993,120181.42304314346,486534.35109053407,23,weekday
100274,4.93609,52.3638,4.91442,52.36865,124272.92713153306,486308.0186066066,122800.43724453116,486857.05212020455,23,weekday
100268,4.9029300000000005,52.3712,4.90985,52.35524,122019.80040766274,487145.93982225127,122479.36794597174,485367.05625483755,23,weekday
100259,4.912669999999999,52.3707,4.93353,52.35999,122682.74595761564,487085.9204832284,124095.90415927302,485885.1945582197,23,weekday
100277,4.88432,52.354209999999995,4.9084,52.348929999999996,120739.3138573844,485264.21685360477,122375.94732199585,484665.6401059295,23,weekday
100272,4.88087,52.35608,4.8386,52.39063,120505.72712708655,485473.9142411695,117655.20036333712,489338.99601931614,23,weekday
100279,4.9431199999999995,52.35055,4.8783900000000004,52.360459999999996,124742.72999205368,484830.8259186151,120340.19903005299,485962.4277258579,23,weekday
100273,4.91681,52.35711,4.88004,52.35176,122954.87629759854,485572.0178079335,120445.82032257057,484993.65537721966,23,weekday
100280,4.8955,52.36469,4.89889,52.37141,121508.89140948506,486425.0249528587,121744.82740558138,487171.15120661206,23,weekday
100282,4.91516,52.35669,4.93508,52.3985,122842.16851648781,485526.018176946,124228.21996034228,490169.29243350663,23,weekday
102331,4.85458,52.38288,4.8634,52.36316,118736.64477670885,488468.5913134089,119321.2821249271,486270.1108040521,23,weekday
102334,4.89995,52.35075,4.88071,52.36527,121801.5610163915,484871.9748095822,120501.97282238145,486496.494626091,23,weekday
102319,4.91603,52.37639,4.9301900000000005,52.37522,122915.68607220308,487717.51538877626,123879.07220279702,487581.1625916135,23,weekday
102321,4.90235,52.35133,4.8826,52.3608,121965.51188589176,484935.4106159542,120627.23916606406,485998.2520949781,23,weekday
102329,4.88736,52.35458,4.8847,52.367490000000004,120946.70571328135,485303.9513975401,120775.44680696458,486741.60642476496,23,weekday
102332,4.83691,52.38775,4.9088199999999995,52.34075,117537.72607417052,489019.43090748606,122398.55781225281,483755.32345399034,23,weekday
102325,4.9005,52.35563,4.88936,52.34772,121842.68009241844,485414.6849237115,121077.71733805869,484539.75250779977,23,weekday
102323,4.8528400000000005,52.37044,4.87066,52.37299,118607.97336611568,487085.353675629,119823.58360066905,487360.2748089405,23,weekday
102317,4.85384,52.35844,4.85343,52.3677,118666.24993388841,485749.7010453252,118645.9084694112,486780.19782574655,23,weekday
102327,4.88926,52.36115,4.94119,52.39608,121081.16924436815,486034.05638116953,124642.40813913762,489897.45651115297,23,weekday
102340,4.88767,52.366890000000005,4.946219999999999,52.34377,120977.26512840683,486673.45030747785,124949.35455041104,484075.17422766855,23,weekday
102338,4.84935,52.379979999999996,4.85754,52.33109,118378.17356049389,488148.55889803683,118896.06098702768,482704.8322499561,23,weekday
102339,4.8894400000000005,52.382329999999996,4.8581,52.3627,121109.61603498289,488390.5228109739,118959.9055707569,486221.5523449593,23,weekday
102336,4.93547,52.353840000000005,4.92603,52.35953,124223.79029679734,485200.1016661515,123584.68651496664,485837.23784780165,23,weekday
102342,4.894430000000001,52.35779,4.94899,52.37147,121430.79232325859,485657.80650794524,125156.74634437743,487156.0177210148,23,weekday
102324,4.88954,52.35559,4.88541,52.361670000000004,121095.9943010794,485415.30468147417,120819.31949746836,486093.7217434061,23,weekday
102343,4.8951,52.3548,4.9319,52.37202,121474.1754489681,485324.8209019941,123993.27879274383,487224.3869255391,23,weekday
102341,4.89213,52.3506,4.8890199999999995,52.37037,121268.647153334,484858.8958548486,121071.8727383711,487060.01245259785,23,weekday
102326,4.89698,52.365140000000004,4.92507,52.35836,121610.03519551267,486474.41038983205,123518.46166244967,485707.4766875498,23,weekday
102330,4.83226,52.35602,4.842969999999999,52.36182,117194.13885893379,485491.4836591429,117928.59925565353,486131.2727516784,23,weekday
102348,4.88541,52.361670000000004,4.93551,52.358740000000004,120819.31949746836,486093.7217434061,124229.91295084546,485745.2733474956,23,weekday
102364,4.92603,52.35953,4.85905,52.37305,123584.68651496664,485837.23784780165,119033.00659163084,487372.64926838933,23,weekday
102361,4.895580000000001,52.36466,4.9305699999999995,52.37025,121514.31769286547,486421.6501010033,123901.46435427008,487028.0207424333,23,weekday
102371,4.90755,52.37768,4.95945,52.318020000000004,122339.20172679974,487864.8330267322,125833.9940949957,481204.7603334056,23,weekday
102357,4.8826,52.3608,4.92244,52.35417,120627.23916606406,485998.2520949781,123336.3130353144,485242.430694306,23,weekday
102356,4.88071,52.36527,4.91982,52.41336,120501.97282238145,486496.494626091,123200.29299395079,491829.26538972376,23,weekday
102362,4.86932,52.37138,4.9012199999999995,52.33982,119731.05122531064,487181.79284551245,121879.93647013711,483655.29464763665,23,weekday
102358,4.8814,52.39036,4.98514,52.364740000000005,120568.45352520212,489287.7573935996,127614.45993803482,486392.9426987533,23,weekday
107915,4.94704,52.3133,4.956519999999999,52.320879999999995,124984.64901257821,480684.667516942,125636.10676038836,481524.15327221906,23,weekday
107911,4.9294400000000005,52.39744,4.91739,52.35366,123843.61763868705,490053.7627425954,122991.8997007309,485187.9047095705,23,weekday
107923,4.89677,52.369240000000005,4.94471,52.35969,121598.81887359268,486930.6853184184,124857.27046853579,485847.10747744486,23,weekday
107931,4.88882,52.37258,4.92167,52.351040000000005,121059.94315655512,487305.99733963935,123281.61788560843,484894.5147265103,23,weekday
107929,4.88857,52.37567,4.833080000000001,52.3593,121045.28384472325,487649.9173098258,117252.79122056213,485855.9964575725,23,weekday
107924,4.87177,52.38276,4.90091,52.34138,119906.90485315482,488446.776316355,121859.9744556176,483829.0056836187,23,weekday
107937,4.896730000000001,52.368590000000005,4.93152,52.40605,121595.6052477785,486858.3828012004,123991.2099756366,491010.8534401814,23,weekday
107936,4.90289,52.37032,4.945130000000001,52.35759,122016.42203039798,487048.0465061731,124884.45555926983,485613.2803672864,23,weekday
107930,4.92954,52.35314,4.9471300000000005,52.313140000000004,123819.29719306035,485124.752020843,124990.67812279484,480666.82832241117,23,weekday
111040,4.87531,52.3758,4.94425,52.35157,120142.4510540909,487670.6768648106,124820.4143533924,484943.8430239163,23,weekday
110785,4.87091,52.37173,4.87673,52.390390000000004,119839.60952528247,487219.9622513508,120250.58048668798,489293.32454271294,23,weekday
111031,4.86535,52.3755,4.8350599999999995,52.36589,119463.99057342447,487642.1353151248,117393.2540180452,486588.1861941085,23,weekday
111045,4.91381,52.35411,4.8583,52.37947,122748.3263459204,485239.5599038162,118987.14602658014,488087.3294429931,23,weekday
111044,4.8941300000000005,52.40314,4.88117,52.383959999999995,121444.68754444363,490703.7337673827,120547.82425319121,488575.78157213464,23,weekday
111056,4.94679,52.35695,4.82816,52.35621,124997.10653920489,485541.383577279,116914.99118292544,485514.77002600284,23,weekday
111043,4.92915,52.397220000000004,4.91947,52.35151,123823.72509457276,490029.40941986354,123132.06353355276,484947.77320191375,23,weekday
111041,4.89053,52.3534,4.88195,52.36861,121161.76883354649,485171.17687737185,120589.02073886996,486867.5230335669,23,weekday
111032,4.93262,52.35307,4.9892,52.35859,124029.08707280716,485115.6431383646,127887.23676829242,485707.14624929696,23,weekday
111065,4.8196699999999995,52.37656,4.91876,52.347120000000004,116354.34764778767,487783.4538859139,123080.53321549996,484459.6422370965,23,weekday
111052,4.87076,52.36647,4.92579,52.35913,119825.22391834587,486634.7926310163,123568.05448076433,485792.83670062025,23,weekday
111058,4.88851,52.40325,4.90637,52.345079999999996,121062.3167756306,490718.59026301204,122234.79003352582,484238.19475692534,23,weekday
111039,4.91075,52.36002,4.88382,52.36114,122544.1775652959,485898.489262738,120710.60524013704,486035.50353283406,23,weekday
111071,4.91861,52.35696,4.84286,52.36518,123077.3903454369,485554.5340861193,117923.91443580217,486505.1709212533,23,weekday
111063,4.82258,52.38361,4.91438,52.36866,116558.61008789368,488566.3078694691,122797.7202806272,486858.18252353306,23,weekday
111047,4.93615,52.35152,4.88774,52.36209,124268.51130908352,484941.68319244345,120978.352198065,486139.3558210284,23,weekday
111050,4.94831,52.355940000000004,4.88711,52.38069,125099.97406840633,485428.37977775536,120949.72004277955,488209.14334371436,23,weekday
111053,4.91368,52.4088,4.90491,52.370509999999996,122779.23050130098,491324.6136846954,122154.13068718082,487068.2690899121,23,weekday
111070,4.81954,52.37619,4.916980000000001,52.3494,116345.1730774873,487742.3560713796,122960.8920986896,484714.1064837128,23,weekday
111064,4.92293,52.3685,4.83812,52.37669,123379.90886976651,486836.6158303525,117610.77345537674,487788.23888234334,23,weekday
111072,4.90491,52.370509999999996,4.9692,52.37254,122154.13068718082,487068.2690899121,126533.76266004259,487266.93987849104,23,weekday
111074,4.92457,52.3734,4.89369,52.347879999999996,123495.08263590507,487381.0914970491,121372.87438855908,484555.5369047173,23,weekday
114707,4.87715,52.39035,4.884519999999999,52.37676,120279.13940435502,489288.6726811139,120770.34169621006,487773.0993281257,23,weekday
114733,4.87948,52.32646,4.88894,52.35758,120387.95002078323,482178.98845378903,121056.6411165185,485636.99822785135,23,weekday
114711,4.88893,52.36996,4.83134,52.36123,121065.42984580004,487014.4367698655,117135.9101988692,486071.64036005177,23,weekday
114700,4.94433,52.35153,4.92859,52.34357,124825.83771489239,484939.35920077853,123747.8373346602,484060.37640292756,23,weekday
114728,4.9115400000000005,52.36865,4.8708,52.3824,122604.29322663666,486858.3355549602,119840.57822133813,488407.19177611964,23,weekday
114729,4.88495,52.3276,4.8908,52.35621,120761.71983579971,482303.22956679895,121182.3049089191,485483.6988953447,23,weekday
114731,4.87996,52.36633,4.86003,52.3811,120451.71531644446,486614.79046788247,119106.25882259352,488267.8297827563,23,weekday
114723,4.8787400000000005,52.365190000000005,4.84945,52.36854,120367.73248400111,486488.5331429292,118375.53714827866,486875.66234264505,23,weekday
114716,4.9042,52.346470000000004,4.94424,52.37715,122087.95303618132,484393.8327861252,124837.12752193962,487789.96064365964,23,weekday
114719,4.90537,52.34565,4.91465,52.34617,122167.06987893055,484302.0668948298,122799.79431852473,484355.7605264194,23,weekday
114726,4.86561,52.3616,4.94526,52.35171,119470.56440340653,486095.45545082964,124889.32256823021,484958.999799633,23,weekday
114738,4.9009,52.37407,4.8842,52.32662,121883.69691741343,487466.1906928833,120709.83691786455,482194.54730271385,23,weekday
114740,4.88551,52.38777,4.884469999999999,52.33583,120846.23465484721,488997.640270276,120735.3493734135,483219.1433755929,23,weekday
114747,4.91999,52.37023,4.9301900000000005,52.39927,123180.91861017596,487030.38787048473,123895.94789543662,490257.0534826619,23,weekday
114742,4.89794,52.36837,4.88544,52.35015,121677.84775808932,486833.3479235459,120812.48962081812,484811.96209095826,23,weekday
117250,4.89489,52.35479,4.86062,52.328520000000005,121459.86127366341,485323.8054306681,119103.92586637831,482417.3597263749,23,weekday
117251,4.88203,52.3658,4.93951,52.36231,120592.28986931835,486554.8364225926,124504.84996251724,486140.79208887636,23,weekday
117243,4.89429,52.37754,4.87258,52.36647,121436.20061851529,487855.31479379645,119949.18179630602,486633.910864421,23,weekday
117257,4.88264,52.36079,4.91955,52.41329,120629.95611952068,485997.1204983665,123181.8727549049,491821.59543353034,23,weekday
117261,4.84932,52.39108,4.89543,52.35269,118385.29834652328,489383.59356423735,121495.06442807645,485089.90410893585,23,weekday
117277,4.92037,52.35405,4.86024,52.3034,123195.20242551163,485229.985434823,119057.70715208256,479622.6574815425,23,weekday
117247,4.88424,52.38588,4.86062,52.374990000000004,120758.31846024917,488787.95193205273,119141.48977293549,487587.7211598646,23,weekday
117262,4.90182,52.35303,4.86784,52.32362,121930.66851014257,485124.798832436,119592.18545438291,481868.6260869219,23,weekday
117246,4.9358,52.362829999999995,4.94362,52.361959999999996,124252.50215979692,486200.21633324603,124784.56599753558,486100.12867740326,23,weekday
117270,4.85325,52.382290000000005,4.93852,52.37695,118645.61009937919,488403.6125481308,124447.49993088446,487770.1039616738,23,weekday
117265,4.87258,52.36647,4.92397,52.35788,119949.18179630602,486633.910864421,123443.18677957267,485654.54881445935,23,weekday
117278,4.86643,52.32568,4.8905199999999995,52.37178,119497.70591721735,482098.51499707054,121175.10214222886,487216.19212873984,23,weekday
117283,4.88354,52.36035,4.85104,52.36824,120690.92166132804,485947.73848699935,118483.57785634394,486841.4812162669,23,weekday
117268,4.86077,52.38069,4.8843,52.35053,119156.31121677454,488221.8456752985,120735.1103871371,484854.78014785075,23,weekday
117294,4.944719999999999,52.35238,4.98904,52.35903,124852.98651479393,485033.77043726505,127876.60627779896,485756.161998511,23,weekday
117275,4.8947400000000005,52.3634,4.8272,52.3552,121456.1513558777,486281.8473028513,116848.72360140621,485402.90012595034,23,weekday
117295,4.87073,52.3665,4.85901,52.367909999999995,119823.20444388158,486638.145074389,119026.11449164228,486800.7785620347,23,weekday
117276,4.85907,52.37893,4.8743099999999995,52.3832,119039.1364468337,488026.8650729778,120080.18398092364,488494.5050940543,23,weekday
117290,4.87828,52.36501,4.89105,52.40513,120336.26091766074,486468.72575280984,121236.60202901292,490926.5794777006,23,weekday
120287,4.8718,52.37377,4.821330000000001,52.38094,119901.83334224898,487446.50715565984,116471.18752341931,488269.90026902565,23,weekday
120273,4.927219999999999,52.36395,4.88445,52.360640000000004,123668.86995509453,486328.5054474261,120753.13302728887,485979.5742962294,23,weekday
120327,4.86739,52.38431,4.8951400000000005,52.34255,119609.93536388682,488621.36425600556,121467.64780549362,483961.8362673981,23,weekday
120303,4.925269999999999,52.37869,4.88812,52.369040000000005,123546.50309138885,487969.3706395671,121009.56114067003,486912.4544310775,23,weekday
120297,4.84837,52.39154,4.8352699999999995,52.365829999999995,118321.01166750389,489435.25507039373,117407.50615859158,486581.4014964452,23,weekday
120291,4.92455,52.36208,4.889390000000001,52.35922,123485.68054839771,486121.6010553715,121088.54951774106,485819.25843311514,23,weekday
120275,4.97922,52.361909999999995,4.94726,52.36545,127209.46545751326,486080.320403538,125034.86514558697,486486.9261631995,23,weekday
120326,4.92719,52.35685,4.86074,52.37484,123661.8127802113,485538.55091618234,119149.53999936847,487570.97235940146,23,weekday
120296,4.88692,52.37256,4.88457,52.33583,120930.5389060241,487304.6635832729,120742.1649567135,483219.0961120614,23,weekday
120292,4.87035,52.364059999999995,4.91856,52.37267,119795.38705396322,486366.8485321225,123085.28660900057,487302.4989020258,23,weekday
120310,4.880269999999999,52.36943,4.8758,52.34935,120475.24170924941,486959.557601742,120155.05150555656,484727.5426826962,23,weekday
120298,4.93228,52.40075,4.91865,52.351690000000005,124039.22423421327,490420.82906100806,123076.32483112635,484968.1613343556,23,weekday
120306,4.90095,52.36508,4.89961,52.35355,121880.39064336423,486465.9130289736,121780.49153706,485183.6660114871,23,weekday
120305,4.87297,52.3778,4.9389,52.37713,119984.68918414883,487894.3309751958,124473.49912910404,487789.97125835874,23,weekday
120317,4.91927,52.33866,4.93696,52.352309999999996,123109.20759749877,483518.13630777097,124324.24418928934,485029.2377797397,23,weekday
120319,4.86841,52.33128,4.83146,52.35453,119637.14419980925,482720.6138078781,117138.36800943545,485326.12058921123,23,weekday
120335,4.9347900000000005,52.36185,4.8853,52.33614,124183.02580461925,486091.60741867224,120792.15752933719,483253.24265195685,23,weekday
120341,4.92668,52.366659999999996,5.00275,52.352759999999996,123634.00492416881,486630.2621115113,128806.8405141477,485053.4986411835,23,weekday
120307,4.89738,52.36704,4.944319999999999,52.35152,121638.70830179544,486685.6257804176,124825.14959686984,484938.2507341664,23,weekday
120336,4.901269999999999,52.3582,4.88428,52.35556,121897.05383094956,485700.27827178565,120737.63099735083,485414.4402705916,23,weekday
120353,4.904380000000001,52.36653,4.88427,52.32667,122115.08614594475,486625.682481627,120714.64741073,482200.0772935677,23,weekday
120344,4.89237,52.3448,4.88888,52.357890000000005,121280.5936021989,484213.4616955138,121052.79091431918,485671.51776455843,23,weekday
120330,4.893669999999999,52.39935,4.86029,52.36307,121410.51110830784,490282.25740693044,119109.37552578942,486261.6327301559,23,weekday
120357,4.86958,52.36289,4.908580000000001,52.34353,119742.01074781992,486237.0455006298,122384.24453361244,484064.74115268537,23,weekday
120312,4.9261099999999995,52.35863,4.93968,52.361940000000004,123589.49904719883,485737.06648407684,124516.17539379583,486099.5532109608,23,weekday
120325,4.88445,52.360640000000004,4.92737,52.34282,120753.13302728887,485979.5742962294,123664.17213100243,483977.4560997703,23,weekday
120350,4.91589,52.4032,4.89358,52.37612,122925.55451807723,490700.5548776575,121386.77925050401,487697.650174454,23,weekday
120351,4.88812,52.369040000000005,4.84859,52.35035,121009.56114067003,486912.4544310775,118301.92580475984,484852.2337812896,23,weekday
126697,4.88,52.36636,4.86043,52.30321,120454.46303557658,486618.1092855241,119070.51260889374,479601.42366520653,23,weekday
126692,4.93575,52.37782,4.90941,52.365429999999996,124259.48555437798,487868.0745418674,122456.86651542215,486501.02274627495,23,weekday
126681,4.8599,52.37232,4.87405,52.36439,119090.29938160605,487291.00590121344,120047.66300820284,486401.77440617164,23,weekday
126679,4.87857,52.390409999999996,4.88445,52.37643,120375.8486131583,489294.66902999015,120765.3204643295,487736.41557486897,23,weekday
126689,4.92969,52.37892,4.90656,52.36522,123847.62334847907,487993.05206946685,122262.59667916833,486478.94103055686,23,weekday
126686,4.88811,52.35375,4.93498,52.35269,120997.16510354787,485211.25132541,124189.60908576267,485072.35747018707,23,weekday
126696,4.9388,52.34891,4.9158800000000005,52.35734,124447.26459387325,484650.1668557994,122891.68804003931,485598.01984570664,23,weekday
126698,4.89544,52.36499,4.92764,52.36535,121505.03119989717,486458.43155148317,123698.46504466765,486484.09234835586,23,weekday
126693,4.83614,52.36983,4.8711,52.38261,117470.14558390438,487026.00062207866,119861.16990713547,488430.41151868645,23,weekday
126685,4.89508,52.38016,4.8946,52.40343,121491.97276861357,488146.45883209415,121476.89159007087,490735.78270549746,23,weekday
126682,4.86801,52.36221,4.84057,52.35825,119634.52943995128,486162.15183214075,117762.12563793673,485735.296396728,23,weekday
126707,4.90638,52.36945,4.9452,52.35757,122253.45915285751,486949.66500331037,124889.21057694465,485611.02602379094,23,weekday
126691,4.93854,52.377109999999995,4.90827,52.36555,124448.97200016404,487787.8976869348,122379.30878784703,486514.8867964623,23,weekday
126699,4.87997,52.36639,4.90939,52.343070000000004,120452.44312903695,486621.46147036226,122439.10389922911,484013.1962389844,23,weekday
126683,4.90688,52.37317,4.94222,52.35787,122290.25448145266,487363.33805117715,124686.40983792588,485645.64707476686,23,weekday
126700,4.93954,52.36253,4.93863,52.37696,124507.04461141233,486165.2573615166,124454.99703908576,487771.17022909934,23,weekday
126706,4.88936,52.361129999999996,4.90116,52.37672,121087.96565657627,486031.784331309,121903.37966534219,487760.9193498973,23,weekday
126703,4.94163,52.36358,4.92212,52.34599,124650.1233251601,486281.20647456043,123308.67240927389,484332.44112403126,23,weekday
126712,4.87435,52.34833,4.85521,52.36919,120055.45271891996,484614.7530979563,118768.35544655171,486945.0878152264,23,weekday
126718,4.88445,52.37643,4.83329,52.3593,120765.3204643295,487736.41557486897,117267.09632569356,485855.8871053104,23,weekday
126714,4.8800300000000005,52.36634,4.8651800000000005,52.38478,120456.49073110284,486615.8697297679,119459.85240965977,488674.73952251323,23,weekday
126719,4.91373,52.35707,4.8600699999999994,52.37744,122745.02748119131,485568.9334739303,119106.02005940248,487860.5875326194,23,weekday
126710,4.89291,52.3993,4.82719,52.35581,121358.74883212248,490277.0468040688,116848.56676262856,485470.77530941996,23,weekday
126720,4.8711,52.38261,4.90091,52.341359999999995,119861.16990713547,488430.41151868645,121859.9595271072,483826.78043517907,23,weekday
126721,4.898619999999999,52.36526,4.87592,52.3247,121721.8270561831,486487.00765274686,120143.88306227824,481984.8731927158,23,weekday
126723,4.9109300000000005,52.37022,4.9012,52.33933,122563.8967964784,487033.2914891053,121878.20794876287,483600.78521735483,23,weekday
128970,4.85525,52.3818,4.88809,52.40462,118781.37857367733,488348.0922081756,121034.78483450558,490871.218388277,23,weekday
128975,4.8720300000000005,52.3416,4.859030000000001,52.32356,119892.05382452323,483867.07892193156,118991.51963763022,481866.28984810796,23,weekday
128968,4.88119,52.39045,4.87951,52.38243,120554.2283162956,489297.87090197543,120433.6156415563,488406.339377621,23,weekday
128980,4.88915,52.3587,4.91862,52.41227,121071.80315279608,485761.51413447456,123117.86434190659,491708.5148053726,23,weekday
128981,4.90988,52.367020000000004,5.0023800000000005,52.35485,122490.0435663054,486677.72004351194,128782.86680835616,485286.17280654545,23,weekday
